texto,sentimiento
"En Colombia, entre enero y septiembre del 2023, hubo 276 homicidios cometidos por menores de edad, 23 fueron por reincidentes. Ademas hubo 1.065 menores de edad capturados por hurto. El presidente no se ve muy preocupado por los menores de edad en Colombia.",negativo
"nunca se habian preocupado tanto por mi, ni me habian tratado tan bien como ahora ????",negativo
Jamas habia visto a mi papa tan preocupado y enojado por algo mio ????,negativo
Cartagena y su gobierno local estan preocupado por la baja del turismo y de ocupacion hotelera. que esperas que pase si estafan al que medio habla diferente. Mandan huevo.,negativo
To preocupado,negativo
"ay, ya me habia preocupado",negativo
yo no puedo creer que mi papa me llame trompudo a preguntarme que yo porque no tengo novio???????????? que se siente muy preocupado jaksjajakjsja,negativo
"Me he dado cuenta que estos ultimos años, mi cumpleaños dejo de ser una fecha que me emocionara, creo que tanta expectativa o esperar mucho ha hecho que se haya perdido esa magia y siento que con otras fechas me esta pasando lo mismo ??",negativo
"Habia un perro, pastor aleman. Llorando afuera en la calle, me imagino que dsta perdido, pero baje a ver si podia ayudarlo y cuando abrir la puerta, se fue asustado ??",negativo
hola perdido soy yo el ex amor de tu vida,negativo
"Que chistosa es Lizli, dice que no puede cometer errores como si por eso hubiera perdido.",negativo
"Si lloras por haber perdido el sol, las lagrimas no te dejaran ver las estrellas ?",negativo
"La imagen de la ultima vez que lo vi/interactue con el, la aborrezco porque me hizo ver todo lo que en mucho tiempo no quise ver, tiempo tal vez no perdido pero si mal invertido",negativo
"vuelvan a mandarme tweets porfavor, no les contestaba porque habia perdido esta cuenta",negativo
algo habre perdido que ando tan comprometido en buscar adentro tuyo algo que esta adentro mioo,negativo
"Haciendo un pequeño balance de mi vida me di cuenta que he perdido gente que no me amaba, pero tambien me di cuenta que ellos perdieron a alguien que los amaba leal y desinteresadamente. Y uno aprende, y no deja de aprender. Un dia a la vez.",negativo
"El ataque con drones y la masacre en la comunidad de Buenavista en Heliodoro Castillo, Guerrero, constatan que el gobierno estatal ha perdido o cedido el control de territorios enteros, abandonando a la poblacion a merced del terror del crimen organizado",negativo
"cuando pense haber superado el trauma basto que mencionaran su nombre, incluso si no hablaban de el, para quedarme completamente paralizado e incapacitado el resto del dia.",negativo
"... que Los Reyes Magos, traigan ""lo mejor"", para todos, para el pais y para el mundo.... Nunca ni el pais ni el mundo estuvieron en manos de tanto ""inepto incapacitado""... que puede provocar su desintegracion. ¡Felices Reyes!, a los creyentes claro...",negativo
Ahora que hare esos 2 meses incapacitado :))),negativo
Aqui ponen al pelotero como un incapacitado mental o un animal en celo que no puede tener control de si mismo,negativo
PETRO esta incapacitado para gobernar mi pais ! En derecho debe ser removido o renunciar,negativo
Menos mal estoy incapacitado hasta el lunes porque sin duda asi no podria trabajar y ya hubiera mandado a comer vg al que sea que me molestara,negativo
1 antialergico en la noche y quedo (sigo) incapacitado,negativo
Solo de imaginar el caos que habria en el trabajo si si estuviera full incapacitado me sube un poquito el amor propio,negativo
"Pense que este año solo habia llorado en Madrid y que la primera vez que me habia incapacitado para hacer vida fue en octubre pero no, acabo de recordar aquel dia de mayo que me sentia mal y decidi no ir a practicas (y ""teletrabajar"") en el que acabe sentado en la cama llorando",negativo
"Es increible que esten culpando a Duque cuando existe una prorroga y un acuerdo que conocian hace mas de un año con laa fechas de pago, el Petrismo si es que tiene mucho incapacitado mental.",negativo
"Odio estos bloqueos mentales, me siento saturado.",negativo
lo saturado de cosas q esta mi vision board x dios,negativo
preguntenle de futbol al dt por favor no quiero saber de nada mas estoy saturado,negativo
"Que no os engañen queridos.....""Saturado"" ahora significa VACIO",negativo
saturado por mentiras que parecen verdades? Para que criticar un libro que es un inmenso oceano de sofisterias y artimañas retoricas salpicado con unos pocos y pequeños islotes en donde asoma un gramo de verdad? Boroni sobre VargaLlosa. Aplica para cualquier politico.,negativo
No puedo creer que yo alguna vez dije que deberian dejar de impulsar tantas marcas resort wear y Caribbean chic en Colombia porque el mercado estaba saturado de eso y aqui estoy sufriendo porque no encuentro un hpta set de playa que me guste.,negativo
"Ver como llevan con mucha ilusion los juguetes para sus hijes ha sido mi dosis de serotonina estos dias, alch que bonito! hasta olvido lo saturado que va el metro.",negativo
que saturado q estoy,negativo
"Jajaja wey, le mande un mensaje a la presidenta que su equipo no estaba bateando. Pendejamente no le puse que direccion y tengo el whatsapp saturado de mensajes de todos los directores ??",negativo
"Hemos vuelto a ir al hospital porque el colico de riñon no mejora despues de 5 dias. Se han negado a hacerme una ecografia porque tenian el hospital saturado de COVID y gripe A, que si queria me hacian otra analitica. Sigo sin saber si aun tengo la piedra y es lo que me mata.",negativo
Que onda su viernes? Yo aca muerta del susto intentando hace dos horas sacar un pajaro que quedo atrapado atras de mi televisor,negativo
Vivir atrapado en el 2014.,negativo
Estoy realmente atrapado...,negativo
Que horrible sensacion el estar atrapado en un laberinto con tantas variables que simplemente te asfixias con tu propia respiracion,negativo
soy un concepto atrapado en un cuerpo humano,negativo
Atrapado en un conteo regresivo que nunca llega a su final.,negativo
"mis ojos en lo alto de la escala de Mohs, y dentro de los suyos atrapado todo el cosmos...",negativo
"Hay una mujer en el gym que me mira intensamente, de seguro es un gay atrapado en el cuerpo de una mujer heterosexual, porque no hay otra explicacion a esa miradera sexosa.",negativo
Voy a hacer un hilo de mis lecturas para el Guadalupe Reinas. Lei 10 libros en 25 dias.,negativo
De que es el desfile en la via España ? Xuxa justo parquie el carro ahi y ahora estoy atrapado,negativo
"Por cierto, tener que envolver un banco de musculacion es una pesima experiencia, me quede sin papel y tuve que mezclar dos.",negativo
Llevo dos horas empaquetando regalos,negativo
"Solo tengo un numero de la loteria a tercios con Laura y Julia, rezando porque nos toque pa hacernos muy ricas",negativo
"Hoy mi suegro de 88 años dijo: ""Hoy me siento muy bien, tengo ganas de ponerme mi corbata"". Se puso guapo y lo llevaron a pasear. Tiene una semana tomando GNMX de ACTIVZ. Tenia años sin usar corbata y pocas ganas de salir, porque cuando llegaba, llegaba agobiado y muy cansado.",negativo
"Se refiere a Phel, casi se muere el. Hoy. Y luego Tari casi se muere el otro dia. Y esta preocupado y agobiado por todo. Y no puede pensar en otra cosa.",negativo
Agobiado por problemas que los adultos mortifican…,negativo
"Con tanta cena y evento social estoy hoy saturadisimo mentalmente, literalmente tengo ganas de llorar de lo agobiado que me siento.",negativo
"""Habra que aprovechar lo que queda de vacaciones"" *Se mete en la cama cansado, agobiado y deprimido a las 21*",negativo
"45 minutos llevan juanjo y martin en las duchas, eso es que J esta muy agobiado pobre, que pena me da #OTDirecto5E",negativo
"«Cuanto por mi mas abatido, tanto para mi mas amado, dice san Bernardo».",negativo
Crecer es una constante despedida y bienvenida.,negativo
Creo que me tendre que beber la jarra sola xd,negativo
Oyeme pero sera que vinieron los marcianos de Space Jam y le robaron el talento a Seryi? Abatido,negativo
Locura es vivir abatido y caminar medio dormido,negativo
Creo que pedire pan xd,negativo
Ya me dio hambre xd ptmre,negativo
"Por muy abatido que te sientas, orar siempre traera tranquilidad a tu corazon.",negativo
Quiero renunciar solo para tener mi liquidacion xd quiero irme de viaje amigos,negativo
"Te llame para decirte que te quiero, todavia.",negativo
"La cantidad de poemas malos que, entre avergonzado y expectante, me reservo.",negativo
"Para su gran amiga @lambofyah, Neville le extendio la mano invitandola a bailar. Habia pasado algun tiempo desde la ultima vez que se vieron, y no negaba la emocion que sentia por ello, quizas un poco avergonzado de que nunca hubieran bailado juntos. Pero, ¿como podria negarse?",negativo
Se me rompio el pantalon de lado a lado hijo de su perra madre y estoy avergonzado ??,negativo
"No estoy avergonzado por la profundidad de mi amor. Elegi amarte a costa de mi cordura. Y esta vez ya no elijo amarte a ti. Se que no es facil, pero elijo amarme con la misma profundidad. Incluso a costa de perderte.",negativo
Me niego a sentirme avergonzado por la forma en la que te ame. Me niego a sentir odio por estar tan comprometido a quererte. Me niego a sentirme humillado por la cantidad de veces que intente hablar contigo.,negativo
"Jamas tuve una amistad lo suficientemente intima como para compartir mis mayores aficiones sin sentirme avergonzado. Si acaso he coincidido en gustos con alguien, habia una diferencia abismal en el grado de apasionamiento por ello.",negativo
Un perro se puso a hacer caca en el paso cebra y detuvo el transito. El dueño avergonzado pedia disculpas a los conductores.,negativo
"Puede que a nadie le importe, pero vuelvo a usar este pequeño espacio que me brinda Twitter para manifestarme totalmente avergonzado de que el club del que soy hincha (@RiverPlate) tenga como sponsor a una casa de apuestas.",negativo
"Su mejor jugador es un obeso de 27 años que solo aguanta 15 minutos de ritmo de juego, yo que ellos estaria avergonzado de decirlo y ellos hasta lo presumen jajaja Esos regates de mierda te los hacen hasta los Mejia.",negativo
"Yo soy ateo por muchas razones, pero la principal es que estaria demasiado avergonzado de no serlo. (Giovanni Di Gregorio)",negativo
abrirte con alguien y poder hablar de todo sin que sea incomodo >>>>,negativo
"hola acabo de ver saltburn con mi hermanito muy divertido no recomiendo, llego una parte de la peli (casi la ultima) en que ro me dijo que estaba sudando de lo incomodo y nervioso que estaba djejdndkkw",negativo
disfrutando hasta el silencio incomodo,negativo
q incomodo es ver una pelicula con tu familia y que de la nada aparezca una escena de sexo super turbia cbrn,negativo
"no me da gracia, no es chistoso, es incomodo e irrespetuoso, quisiera que se callaran un rato",negativo
"Mi papa le muestra mis tik toks a toda la familia, es tierno pero que incomodo se siente JAJAJA",negativo
que reencuentro tan incomodo diosss,negativo
ni 1 dia en la casa y mi papa ya lo hizo todo incomodo ??,negativo
Me agradan las personas donde el silencio no es incomodo,negativo
yo solo vengo a Nariño a sentirme incomodo xd,negativo
"¿Yo? Triste, preocupado, mortificado por la salud de Rafael Nadal. Dios quita mucho.",negativo
Tu no tienes ni pesos en tu cuenta y dique mortificado por la baja del dolar.,negativo
Yo creo que mi circulo cercano esta mas mortificado por lo que me pasa que yo JAJAJAJAJAJA,negativo
"Insolito, la oposicion esta mortificada porque Google presenta el dolar al 33 y no al 54 entre los mortificado esta la sabandija de @EuricSanti ??",negativo
